Ener_1,Ener_2,Ener_3,Ener_4,Ener_5,Ener_6,Ener_7,Ener_8,Ener_9,Ener_10,Latitude,Longitude,Source_Node,Target_Node
71.22753461492776,172.99755843969444,47.55270461339748,72.16660225564902,4.038905490705532,1044.3152301855112,875.9594597778033,46.69535097794552,144.47320101843331,0.35962320980163576,6.7729827933342674,-75.45017028749355,106,244
136.36772009957463,192.26854805831255,48.42887155097003,36.450210679565615,0.38886142555300385,1075.6060074256363,210.72673714916607,48.81652810328358,103.25856058804202,1.0074157098676895,6.8178287911094255,-76.98752471125826,113,241
134.06697826257744,246.6467434745723,17.384188695122937,35.90346576760871,4.768314463967514,1280.8743114946967,541.8952349436636,59.68598857578625,185.38549422180685,0.9975291156180679,5.519643904470833,-73.75795732914071,105,233
159.68483296780687,109.28829083329583,18.99439983222873,41.515482328775754,-4.770575391578266,1564.7919933209535,324.7081160151456,54.591261898447826,136.93599921123092,0.14943347398053797,8.788326603637623,-73.61123008717249,105,237
99.27704289522094,33.88844169741719,27.652655537260323,53.84924753220119,10.745238088692805,567.1720276259846,292.31873344559665,30.23609057187951,47.64758646868844,0.7578214685706467,8.450681378354425,-73.45625367118949,108,206
100.26297445488261,193.55042414858107,22.25249114182793,20.585154763025244,-7.746456480772198,983.1272821160575,621.964836142633,52.02491182370767,92.35714832152732,1.0451201073654863,10.884861797802214,-76.80369719447387,119,226
98.70685696409596,281.4998674463346,31.586988344649335,14.673721595481467,5.166591589307659,911.9626032450448,684.6575550058766,58.0015472608036,142.06348100522808,1.1466662910602285,5.589687555513395,-74.41776119626779,115,212
84.61679374858858,240.1037156025706,27.01144081573773,32.480771766008345,-0.3261008843628419,1136.8134590388913,308.04165186312457,47.484241266697154,176.43457064715733,0.8529612394089611,9.921100339592776,-74.93284368214037,104,228
13.392680947607019,192.6923719139727,32.63054162024051,18.987512932642403,1.8836334482264148,1067.5110050083076,838.2908274352008,73.67360043139054,214.09961281943822,1.2479941384156288,4.720165496705639,-73.16325865274528,114,222
158.8549646573851,153.37364312357212,39.71091788230883,34.613471592884096,2.485559287111831,886.936830954234,603.3275779299014,78.32614372738792,110.38757969127033,0.8909226436182683,4.976574230151644,-73.38655386006585,100,207
